DEPTH (FT)	CALI (IN)	GR (GAPI)	NPHISS	RHOB (G/C3)	RILD (OHMM)	SP (MV)	RFOC (OHMM)
10414.5	10.371	99.83	0.419	2.294	0.706	0.975	0.699
10414.75	10.384	99.866	0.419	2.295	0.705	1.076	0.694
10415	10.389	99.436	0.419	2.295	0.704	1.205	0.69
10415.25	10.387	98.474	0.421	2.296	0.701	1.315	0.688
10415.5	10.381	97.191	0.423	2.298	0.697	1.368	0.687
10415.75	10.374	95.947	0.425	2.3	0.694	1.349	0.687
10416	10.368	95.194	0.425	2.303	0.691	1.266	0.689
10416.25	10.363	95.266	0.424	2.306	0.69	1.138	0.692
10416.5	10.36	96.275	0.421	2.309	0.689	0.992	0.697
10416.75	10.362	98.088	0.417	2.312	0.689	0.846	0.704
10417	10.37	100.245	0.412	2.314	0.69	0.703	0.712
10417.25	10.385	102.118	0.407	2.316	0.691	0.547	0.72
10417.5	10.404	103.068	0.404	2.318	0.692	0.349	0.728
10417.75	10.426	102.814	0.402	2.317	0.692	0.094	0.735
10418	10.446	101.486	0.402	2.317	0.693	-0.209	0.741
10418.25	10.461	99.527	0.403	2.315	0.693	-0.522	0.747
10418.5	10.471	97.576	0.406	2.313	0.693	-0.785	0.749
10418.75	10.475	96.256	0.409	2.311	0.692	-0.935	0.748
10419	10.476	95.845	0.412	2.308	0.691	-0.94	0.743
10419.25	10.475	96.102	0.416	2.305	0.689	-0.825	0.735
10419.5	10.473	96.485	0.419	2.303	0.686	-0.65	0.729
10419.75	10.47	96.641	0.424	2.302	0.683	-0.496	0.726
10420	10.466	96.494	0.429	2.301	0.679	-0.451	0.728
10420.25	10.46	96.25	0.433	2.303	0.675	-0.557	0.737
10420.5	10.455	96.153	0.435	2.304	0.672	-0.776	0.748
10420.75	10.452	96.243	0.434	2.308	0.668	-1	0.759
10421	10.451	96.422	0.43	2.311	0.665	-1.089	0.764
10421.25	10.453	96.509	0.425	2.315	0.662	-0.935	0.761
10421.5	10.457	96.381	0.419	2.319	0.66	-0.516	0.75
10421.75	10.462	96.136	0.416	2.323	0.659	0.078	0.737
10422	10.47	95.975	0.415	2.327	0.658	0.677	0.723
10422.25	10.478	95.904	0.415	2.33	0.658	1.108	0.714
10422.5	10.485	95.725	0.416	2.332	0.657	1.267	0.709
10422.75	10.489	95.344	0.417	2.334	0.656	1.153	0.709
10423	10.49	94.851	0.415	2.335	0.654	0.827	0.714
10423.25	10.485	94.512	0.412	2.335	0.651	0.369	0.721
10423.5	10.475	94.494	0.407	2.335	0.648	-0.122	0.729
10423.75	10.464	94.733	0.403	2.335	0.645	-0.541	0.737
10424	10.452	95.044	0.401	2.334	0.644	-0.798	0.742
10424.25	10.444	95.244	0.403	2.332	0.643	-0.858	0.742
10424.5	10.441	95.226	0.406	2.331	0.644	-0.752	0.74
10424.75	10.448	95.034	0.411	2.329	0.646	-0.56	0.737
10425	10.469	94.829	0.414	2.327	0.647	-0.353	0.735
10425.25	10.504	94.725	0.416	2.325	0.649	-0.165	0.735
10425.5	10.551	94.718	0.414	2.322	0.65	0.023	0.738
10425.75	10.602	94.737	0.411	2.321	0.652	0.254	0.74
10426	10.652	94.804	0.407	2.319	0.654	0.552	0.739
10426.25	10.694	94.991	0.404	2.318	0.658	0.903	0.735
10426.5	10.724	95.333	0.403	2.317	0.662	1.263	0.729
10426.75	10.74	95.661	0.404	2.317	0.666	1.592	0.722
10427	10.743	95.919	0.407	2.317	0.67	1.871	0.717
10427.25	10.733	96.207	0.411	2.318	0.673	2.114	0.715
10427.5	10.716	96.721	0.415	2.318	0.676	2.343	0.717
10427.75	10.694	97.621	0.418	2.319	0.678	2.555	0.722
10428	10.672	98.94	0.421	2.32	0.68	2.741	0.729
10428.25	10.652	100.412	0.422	2.321	0.682	2.897	0.737
10428.5	10.636	101.7	0.423	2.323	0.685	3.025	0.744
10428.75	10.626	102.376	0.424	2.324	0.688	3.127	0.75
10429	10.621	102.117	0.425	2.326	0.691	3.198	0.754
10429.25	10.624	100.941	0.426	2.327	0.695	3.231	0.756
10429.5	10.637	99.298	0.425	2.329	0.698	3.229	0.756
10429.75	10.663	97.716	0.425	2.331	0.701	3.205	0.754
10430	10.699	96.604	0.425	2.333	0.703	3.178	0.754
10430.25	10.742	96.197	0.425	2.334	0.705	3.165	0.754
10430.5	10.785	96.488	0.425	2.335	0.706	3.182	0.755
10430.75	10.824	97.28	0.425	2.336	0.707	3.235	0.757
10431	10.853	98.418	0.426	2.337	0.708	3.315	0.759
10431.25	10.87	99.689	0.427	2.337	0.71	3.411	0.759
10431.5	10.876	100.759	0.428	2.338	0.712	3.51	0.757
10431.75	10.873	101.342	0.43	2.337	0.715	3.598	0.754
10432	10.862	101.335	0.432	2.337	0.718	3.652	0.749
10432.25	10.841	100.842	0.435	2.337	0.721	3.62	0.744
10432.5	10.809	100.109	0.437	2.337	0.723	3.452	0.742
10432.75	10.764	99.451	0.438	2.336	0.725	3.153	0.744
10433	10.711	99.117	0.438	2.336	0.725	2.801	0.752
10433.25	10.655	99.15	0.436	2.337	0.726	2.516	0.765
10433.5	10.601	99.374	0.434	2.337	0.727	2.4	0.782
10433.75	10.554	99.614	0.433	2.338	0.73	2.483	0.797
10434	10.517	99.922	0.432	2.338	0.733	2.707	0.807
10434.25	10.488	100.453	0.432	2.34	0.735	2.962	0.808
10434.5	10.466	101.182	0.431	2.341	0.737	3.15	0.803
10434.75	10.449	101.835	0.431	2.342	0.738	3.236	0.795
10435	10.439	102.169	0.431	2.343	0.736	3.251	0.789
10435.25	10.434	102.187	0.431	2.345	0.733	3.251	0.787
10435.5	10.431	101.954	0.431	2.346	0.73	3.259	0.787
10435.75	10.429	101.611	0.432	2.346	0.727	3.253	0.787
10436	10.428	101.331	0.433	2.347	0.725	3.205	0.784
10436.25	10.426	101.25	0.432	2.346	0.724	3.095	0.78
10436.5	10.426	101.419	0.431	2.346	0.724	2.92	0.773
10436.75	10.426	101.782	0.429	2.345	0.723	2.692	0.766
10437	10.426	102.336	0.427	2.344	0.722	2.426	0.76
10437.25	10.427	102.993	0.427	2.342	0.72	2.143	0.757
10437.5	10.429	103.536	0.429	2.341	0.718	1.866	0.755
10437.75	10.433	103.708	0.434	2.339	0.716	1.621	0.754
10438	10.439	103.342	0.44	2.336	0.714	1.428	0.753
10438.25	10.447	102.614	0.444	2.334	0.712	1.305	0.753
10438.5	10.456	101.983	0.446	2.332	0.711	1.255	0.751
10438.75	10.464	101.77	0.448	2.33	0.709	1.265	0.749
10439	10.471	102.111	0.449	2.328	0.708	1.309	0.747
10439.25	10.474	102.8	0.449	2.327	0.707	1.358	0.745
10439.5	10.473	103.436	0.45	2.325	0.706	1.394	0.743
10439.75	10.468	103.606	0.45	2.325	0.705	1.414	0.742
10440	10.462	103.241	0.451	2.324	0.705	1.422	0.741
10440.25	10.454	102.619	0.453	2.324	0.705	1.429	0.741
10440.5	10.447	102.018	0.453	2.324	0.705	1.444	0.74
10440.75	10.442	101.613	0.453	2.325	0.706	1.474	0.74
10441	10.439	101.438	0.452	2.326	0.706	1.517	0.739
10441.25	10.439	101.363	0.449	2.327	0.707	1.569	0.74
10441.5	10.444	101.218	0.445	2.328	0.708	1.623	0.742
10441.75	10.455	100.944	0.441	2.329	0.708	1.678	0.744
10442	10.474	100.608	0.438	2.33	0.709	1.736	0.747
10442.25	10.501	100.261	0.438	2.33	0.71	1.793	0.75
10442.5	10.533	99.872	0.44	2.33	0.71	1.847	0.752
10442.75	10.566	99.435	0.442	2.329	0.71	1.891	0.753
10443	10.596	98.961	0.442	2.328	0.711	1.923	0.752
10443.25	10.62	98.65	0.441	2.327	0.711	1.939	0.751
10443.5	10.636	98.681	0.438	2.326	0.71	1.941	0.748
10443.75	10.647	99.006	0.437	2.324	0.71	1.931	0.745
10444	10.652	99.517	0.436	2.323	0.708	1.914	0.741
10444.25	10.65	100.084	0.437	2.322	0.707	1.896	0.737
10444.5	10.642	100.592	0.439	2.32	0.705	1.884	0.733
10444.75	10.626	100.897	0.44	2.32	0.702	1.884	0.73
10445	10.606	100.925	0.439	2.319	0.7	1.903	0.726
10445.25	10.584	100.666	0.439	2.318	0.698	1.943	0.723
10445.5	10.564	100.04	0.439	2.317	0.696	1.994	0.721
10445.75	10.549	99.097	0.439	2.316	0.695	2.02	0.72
10446	10.541	97.945	0.44	2.315	0.695	1.957	0.722
10446.25	10.537	96.605	0.439	2.313	0.695	1.745	0.728
10446.5	10.535	95.175	0.438	2.312	0.695	1.356	0.738
10446.75	10.534	93.832	0.436	2.311	0.697	0.823	0.752
10447	10.532	92.708	0.434	2.31	0.698	0.246	0.766
10447.25	10.527	91.974	0.433	2.309	0.7	-0.244	0.778
10447.5	10.518	91.733	0.433	2.308	0.702	-0.533	0.784
10447.75	10.502	91.98	0.434	2.307	0.705	-0.568	0.784
10448	10.481	92.522	0.435	2.306	0.708	-0.373	0.78
10448.25	10.456	93.198	0.437	2.306	0.71	-0.026	0.775
10448.5	10.433	93.862	0.44	2.305	0.713	0.379	0.77
10448.75	10.413	94.504	0.443	2.305	0.715	0.768	0.768
10449	10.4	95.204	0.447	2.305	0.717	1.104	0.769
10449.25	10.392	95.946	0.45	2.306	0.718	1.375	0.771
10449.5	10.389	96.418	0.453	2.306	0.719	1.591	0.773
10449.75	10.39	96.496	0.454	2.308	0.719	1.761	0.774
10450	10.39	96.461	0.452	2.31	0.72	1.895	0.772
10450.25	10.386	96.728	0.45	2.313	0.72	2.002	0.768
10450.5	10.377	97.521	0.447	2.316	0.72	2.092	0.763
10450.75	10.36	98.745	0.444	2.318	0.72	2.164	0.757
10451	10.337	99.992	0.443	2.321	0.72	2.214	0.752
10451.25	10.312	100.824	0.442	2.323	0.719	2.24	0.75
10451.5	10.289	101.051	0.441	2.325	0.718	2.243	0.75
10451.75	10.272	100.834	0.44	2.325	0.717	2.232	0.751
10452	10.261	100.561	0.44	2.325	0.715	2.221	0.752
10452.25	10.253	100.615	0.441	2.324	0.713	2.229	0.751
10452.5	10.247	101.026	0.443	2.323	0.712	2.265	0.749
10452.75	10.24	101.518	0.445	2.321	0.711	2.326	0.744
10453	10.233	101.789	0.446	2.319	0.711	2.393	0.739
10453.25	10.227	101.665	0.446	2.318	0.712	2.445	0.733
10453.5	10.222	101.104	0.445	2.316	0.713	2.469	0.728
10453.75	10.218	100.176	0.445	2.316	0.714	2.459	0.725
10454	10.216	99.067	0.446	2.316	0.714	2.415	0.725
10454.25	10.215	97.98	0.447	2.317	0.714	2.343	0.726
10454.5	10.213	97.17	0.45	2.318	0.712	2.248	0.73
10454.75	10.213	96.796	0.452	2.319	0.711	2.128	0.734
10455	10.214	96.912	0.453	2.32	0.71	1.99	0.739
10455.25	10.219	97.576	0.454	2.32	0.709	1.854	0.742
10455.5	10.225	98.819	0.455	2.32	0.709	1.744	0.745
10455.75	10.232	100.482	0.455	2.32	0.71	1.677	0.746
10456	10.238	102.275	0.455	2.319	0.712	1.654	0.745
10456.25	10.243	103.715	0.461	2.317	0.714	1.656	0.743
10456.5	10.245	104.477	0.47	2.316	0.715	1.653	0.741
10456.75	10.247	104.459	0.477	2.313	0.716	1.621	0.74
10457	10.249	103.904	0.473	2.311	0.716	1.551	0.74
10457.25	10.251	103.19	0.468	2.308	0.715	1.456	0.742
10457.5	10.252	102.618	0.464	2.306	0.715	1.359	0.744
10457.75	10.254	102.234	0.464	2.304	0.715	1.28	0.746
10458	10.254	101.885	0.463	2.301	0.716	1.225	0.745
10458.25	10.254	101.456	0.462	2.299	0.717	1.194	0.742
10458.5	10.254	100.978	0.46	2.297	0.718	1.176	0.74
10458.75	10.254	100.572	0.458	2.294	0.72	1.16	0.739
10459	10.255	100.349	0.456	2.292	0.721	1.134	0.74
10459.25	10.259	100.269	0.454	2.29	0.722	1.094	0.744
10459.5	10.267	100.165	0.452	2.287	0.723	1.044	0.748
10459.75	10.28	99.993	0.45	2.285	0.723	0.986	0.751
10460	10.296	99.966	0.447	2.282	0.724	0.918	0.752
10460.25	10.312	100.276	0.445	2.28	0.724	0.843	0.752
10460.5	10.326	100.923	0.444	2.278	0.726	0.76	0.751
10460.75	10.335	101.723	0.444	2.277	0.728	0.673	0.749
10461	10.338	102.327	0.446	2.276	0.729	0.588	0.749
10461.25	10.339	102.472	0.448	2.275	0.731	0.511	0.748
10461.5	10.338	102.177	0.451	2.275	0.732	0.451	0.749
10461.75	10.337	101.682	0.452	2.276	0.732	0.408	0.749
10462	10.336	101.269	0.453	2.276	0.731	0.378	0.75
10462.25	10.334	101.145	0.452	2.277	0.731	0.356	0.75
10462.5	10.331	101.386	0.45	2.278	0.731	0.349	0.75
10462.75	10.325	101.735	0.447	2.28	0.731	0.364	0.75
10463	10.318	101.938	0.445	2.281	0.731	0.404	0.751
10463.25	10.311	101.921	0.444	2.282	0.732	0.465	0.751
10463.5	10.305	101.685	0.445	2.283	0.733	0.538	0.751
10463.75	10.302	101.371	0.447	2.283	0.735	0.609	0.75
10464	10.301	101.285	0.45	2.284	0.736	0.67	0.75
10464.25	10.301	101.666	0.453	2.284	0.738	0.713	0.749
10464.5	10.301	102.602	0.455	2.284	0.74	0.734	0.748
10464.75	10.3	103.934	0.457	2.284	0.741	0.733	0.747
10465	10.3	105.276	0.458	2.285	0.742	0.72	0.746
10465.25	10.302	106.211	0.46	2.285	0.742	0.704	0.745
10465.5	10.31	106.563	0.46	2.285	0.743	0.691	0.745
10465.75	10.323	106.449	0.461	2.286	0.743	0.675	0.746
10466	10.343	106.172	0.462	2.286	0.744	0.64	0.746
10466.25	10.367	106.071	0.463	2.286	0.745	0.573	0.747
10466.5	10.389	106.271	0.463	2.287	0.746	0.47	0.749
10466.75	10.407	106.553	0.463	2.287	0.747	0.342	0.752
10467	10.418	106.642	0.462	2.287	0.748	0.207	0.756
10467.25	10.423	106.222	0.462	2.287	0.749	0.095	0.761
10467.5	10.425	105.148	0.462	2.287	0.75	0.028	0.765
10467.75	10.426	103.658	0.461	2.287	0.751	0.015	0.766
10468	10.429	102.062	0.461	2.286	0.751	0.05	0.765
10468.25	10.431	100.666	0.461	2.286	0.752	0.118	0.763
10468.5	10.434	99.741	0.461	2.286	0.753	0.204	0.759
10468.75	10.436	99.265	0.461	2.285	0.754	0.3	0.754
10469	10.438	99.108	0.46	2.284	0.755	0.396	0.75
10469.25	10.441	99.07	0.459	2.283	0.756	0.486	0.747
10469.5	10.443	99.067	0.458	2.283	0.757	0.562	0.745
10469.75	10.444	98.983	0.457	2.282	0.757	0.622	0.745
10470	10.444	98.827	0.457	2.281	0.757	0.664	0.746
10470.25	10.443	98.724	0.458	2.28	0.757	0.689	0.748
10470.5	10.441	98.731	0.46	2.279	0.757	0.704	0.751
10470.75	10.436	98.915	0.461	2.278	0.756	0.718	0.755
10471	10.426	99.402	0.461	2.277	0.756	0.741	0.758
10471.25	10.408	100.143	0.46	2.276	0.755	0.773	0.761
10471.5	10.38	101.051	0.459	2.274	0.755	0.817	0.762
10471.75	10.347	101.962	0.458	2.272	0.754	0.879	0.76
10472	10.312	102.768	0.459	2.271	0.754	0.968	0.757
10472.25	10.281	103.392	0.461	2.269	0.753	1.087	0.752
10472.5	10.257	103.803	0.462	2.267	0.752	1.222	0.746
10472.75	10.24	104.04	0.462	2.265	0.751	1.345	0.739
10473	10.229	104.167	0.459	2.264	0.749	1.425	0.733
10473.25	10.22	104.155	0.456	2.263	0.747	1.439	0.728
10473.5	10.214	103.904	0.451	2.262	0.744	1.378	0.725
10473.75	10.211	103.294	0.448	2.262	0.741	1.259	0.723
10474	10.209	102.362	0.445	2.262	0.738	1.118	0.724
10474.25	10.208	101.414	0.444	2.263	0.736	0.994	0.725
10474.5	10.209	100.825	0.445	2.264	0.734	0.908	0.727
10474.75	10.211	100.76	0.445	2.266	0.733	0.86	0.729
10475	10.213	101.199	0.445	2.268	0.733	0.84	0.73
10475.25	10.216	101.904	0.445	2.27	0.733	0.837	0.73
10475.5	10.219	102.479	0.445	2.273	0.733	0.849	0.729
10475.75	10.219	102.573	0.445	2.276	0.734	0.876	0.727
10476	10.218	102.172	0.445	2.278	0.735	0.911	0.724
10476.25	10.216	101.592	0.446	2.281	0.737	0.941	0.721
10476.5	10.213	101.125	0.447	2.284	0.738	0.949	0.719
10476.75	10.212	100.898	0.448	2.286	0.74	0.925	0.72
10477	10.213	100.896	0.449	2.288	0.742	0.878	0.723
10477.25	10.217	101.078	0.449	2.29	0.745	0.835	0.729
10477.5	10.226	101.401	0.447	2.291	0.747	0.823	0.738
10477.75	10.24	101.71	0.444	2.291	0.749	0.855	0.746
10478	10.256	101.828	0.441	2.291	0.75	0.922	0.753
10478.25	10.272	101.676	0.438	2.291	0.751	1	0.757
10478.5	10.285	101.264	0.436	2.291	0.75	1.068	0.757
10478.75	10.294	100.727	0.436	2.291	0.749	1.113	0.755
10479	10.298	100.24	0.437	2.29	0.747	1.138	0.751
10479.25	10.299	99.948	0.439	2.29	0.745	1.152	0.745
10479.5	10.298	99.886	0.441	2.29	0.741	1.165	0.738
10479.75	10.294	99.817	0.442	2.291	0.737	1.182	0.729
10480	10.289	99.403	0.442	2.291	0.733	1.204	0.721
10480.25	10.284	98.572	0.444	2.292	0.73	1.231	0.714
10480.5	10.289	97.544	0.445	2.293	0.726	1.262	0.712
10480.75	10.312	96.583	0.447	2.294	0.724	1.299	0.713
10481	10.359	95.839	0.449	2.295	0.721	1.339	0.718
10481.25	10.426	95.329	0.449	2.296	0.719	1.373	0.723
10481.5	10.505	95.023	0.448	2.298	0.717	1.39	0.727
10481.75	10.584	94.894	0.445	2.299	0.715	1.381	0.728
10482	10.656	94.961	0.442	2.301	0.712	1.35	0.725
10482.25	10.717	95.183	0.438	2.303	0.709	1.309	0.717
10482.5	10.769	95.488	0.434	2.306	0.707	1.267	0.706
10482.75	10.818	95.809	0.432	2.308	0.705	1.224	0.694
10483	10.871	95.976	0.431	2.311	0.703	1.173	0.682
10483.25	10.931	95.826	0.432	2.313	0.701	1.1	0.673
10483.5	10.989	95.329	0.432	2.315	0.7	0.989	0.667
10483.75	11.027	94.533	0.43	2.317	0.698	0.826	0.664
10484	11.03	93.462	0.426	2.318	0.696	0.588	0.664
10484.25	10.993	92.151	0.418	2.318	0.695	0.244	0.666
10484.5	10.92	90.675	0.408	2.318	0.693	-0.247	0.669
10484.75	10.829	89.11	0.397	2.315	0.693	-0.944	0.674
10485	10.738	87.524	0.387	2.312	0.692	-1.936	0.681
10485.25	10.659	85.89	0.378	2.305	0.691	-3.34	0.688
10485.5	10.594	84.054	0.371	2.298	0.688	-5.286	0.696
10485.75	10.535	81.93	0.365	2.287	0.683	-7.889	0.706
10486	10.477	79.474	0.359	2.277	0.675	-11.223	0.717
10486.25	10.422	76.671	0.352	2.263	0.663	-15.303	0.731
10486.5	10.374	73.635	0.344	2.25	0.646	-20.094	0.745
10486.75	10.337	70.629	0.337	2.235	0.624	-25.53	0.755
10487	10.313	67.991	0.332	2.221	0.597	-31.519	0.75
10487.25	10.298	65.976	0.33	2.206	0.564	-37.908	0.721
10487.5	10.292	64.705	0.33	2.192	0.526	-44.435	0.666
10487.75	10.291	64.054	0.334	2.18	0.486	-50.742	0.595
10488	10.292	63.683	0.339	2.168	0.448	-56.439	0.523
10488.25	10.294	63.205	0.344	2.158	0.412	-61.204	0.464
10488.5	10.296	62.329	0.349	2.148	0.382	-64.882	0.421
10488.75	10.297	61.093	0.355	2.143	0.355	-67.507	0.396
10489	10.298	59.944	0.36	2.137	0.331	-69.257	0.385
10489.25	10.297	59.402	0.366	2.134	0.31	-70.363	0.386
10489.5	10.294	59.748	0.371	2.132	0.291	-70.984	0.394
10489.75	10.288	60.911	0.377	2.132	0.274	-71.13	0.402
10490	10.281	62.581	0.381	2.132	0.262	-70.686	0.402
10490.25	10.272	64.407	0.384	2.133	0.254	-69.533	0.39
10490.5	10.265	66.044	0.385	2.134	0.249	-67.674	0.37
10490.75	10.259	67.153	0.384	2.135	0.247	-65.356	0.349
10491	10.254	67.578	0.381	2.137	0.245	-63.074	0.335
10491.25	10.25	67.331	0.376	2.136	0.244	-61.406	0.334
10491.5	10.243	66.499	0.371	2.135	0.242	-60.804	0.347
10491.75	10.235	65.224	0.366	2.133	0.24	-61.427	0.375
10492	10.225	63.783	0.361	2.131	0.238	-63.109	0.418
10492.25	10.216	62.511	0.356	2.128	0.237	-65.444	0.468
10492.5	10.21	61.614	0.352	2.125	0.235	-67.944	0.512
10492.75	10.206	61.052	0.348	2.122	0.235	-70.185	0.54
10493	10.204	60.687	0.345	2.12	0.234	-71.886	0.548
10493.25	10.204	60.419	0.343	2.119	0.233	-72.944	0.542
10493.5	10.204	60.216	0.343	2.117	0.232	-73.411	0.527
10493.75	10.203	59.999	0.343	2.117	0.231	-73.449	0.507
10494	10.204	59.715	0.344	2.117	0.229	-73.281	0.481
10494.25	10.205	59.428	0.345	2.117	0.228	-73.115	0.453
10494.5	10.209	59.262	0.347	2.118	0.226	-73.068	0.426
10494.75	10.215	59.238	0.349	2.118	0.223	-73.145	0.405
10495	10.223	59.247	0.349	2.119	0.22	-73.275	0.393
10495.25	10.231	59.186	0.347	2.12	0.217	-73.361	0.39
10495.5	10.239	58.976	0.342	2.121	0.214	-73.314	0.391
10495.75	10.246	58.554	0.339	2.122	0.211	-73.086	0.389
10496	10.25	57.962	0.338	2.123	0.209	-72.706	0.38
10496.25	10.252	57.396	0.342	2.125	0.208	-72.296	0.364
10496.5	10.253	57.017	0.347	2.126	0.208	-72.033	0.344
10496.75	10.254	56.855	0.352	2.128	0.208	-72.065	0.33
10497	10.254	56.8	0.352	2.13	0.208	-72.431	0.323
10497.25	10.255	56.802	0.347	2.131	0.208	-73.001	0.326
10497.5	10.255	56.98	0.338	2.132	0.208	-73.5	0.336
10497.75	10.255	57.445	0.343	2.133	0.208	-73.64	0.347
10498	10.256	58.161	0.357	2.134	0.208	-73.256	0.355
10498.25	10.255	59.021	0.376	2.134	0.209	-72.329	0.357
10498.5	10.255	59.919	0.39	2.134	0.211	-70.944	0.353
10498.75	10.255	60.783	0.396	2.133	0.213	-69.245	0.349
10499	10.253	61.514	0.395	2.133	0.217	-67.416	0.349
10499.25	10.25	62.106	0.386	2.131	0.22	-65.695	0.357
10499.5	10.244	62.595	0.382	2.13	0.224	-64.361	0.374
10499.75	10.236	62.965	0.379	2.129	0.228	-63.692	0.401
10500	10.226	63.127	0.376	2.128	0.233	-63.881	0.435
10500.25	10.217	63.011	0.365	2.128	0.237	-64.893	0.47
10500.5	10.211	62.734	0.351	2.128	0.242	-66.375	0.498
10500.75	10.206	62.513	0.339	2.129	0.247	-67.73	0.511
10501	10.204	62.575	0.332	2.129	0.251	-68.38	0.501
10501.25	10.203	63.068	0.331	2.131	0.254	-68.024	0.473
10501.5	10.202	63.947	0.332	2.133	0.255	-66.754	0.435
10501.75	10.202	65.038	0.332	2.137	0.253	-64.959	0.398
10502	10.202	66.054	0.33	2.14	0.25	-63.125	0.372
10502.25	10.202	66.54	0.328	2.144	0.246	-61.691	0.358
10502.5	10.203	66.225	0.325	2.148	0.241	-60.936	0.358
10502.75	10.204	65.012	0.322	2.151	0.236	-60.918	0.368
10503	10.205	63.008	0.319	2.155	0.232	-61.528	0.382
10503.25	10.206	60.456	0.317	2.158	0.228	-62.565	0.39
10503.5	10.207	57.777	0.315	2.161	0.225	-63.786	0.385
10503.75	10.209	55.353	0.314	2.162	0.222	-64.92	0.367
10504	10.212	53.451	0.314	2.163	0.219	-65.717	0.344
10504.25	10.217	52.217	0.316	2.162	0.216	-66.025	0.324
10504.5	10.225	51.637	0.32	2.161	0.212	-65.856	0.309
10504.75	10.237	51.518	0.325	2.158	0.208	-65.395	0.3
10505	10.251	51.766	0.331	2.155	0.204	-64.871	0.294
10505.25	10.268	52.343	0.338	2.152	0.201	-64.473	0.289
10505.5	10.285	53.28	0.346	2.148	0.198	-64.321	0.285
10505.75	10.301	54.59	0.355	2.144	0.197	-64.45	0.281
10506	10.314	56.175	0.362	2.14	0.196	-64.795	0.277
10506.25	10.325	57.756	0.369	2.137	0.195	-65.22	0.274
10506.5	10.333	58.99	0.375	2.135	0.195	-65.545	0.273
10506.75	10.338	59.647	0.379	2.133	0.195	-65.619	0.275
10507	10.341	59.768	0.383	2.132	0.196	-65.39	0.282
10507.25	10.343	59.567	0.386	2.132	0.196	-64.938	0.294
10507.5	10.342	59.312	0.389	2.132	0.198	-64.448	0.311
10507.75	10.34	59.169	0.39	2.133	0.2	-64.115	0.33
10508	10.335	59.218	0.39	2.134	0.202	-64.033	0.348
10508.25	10.329	59.416	0.388	2.135	0.206	-64.156	0.365
10508.5	10.321	59.699	0.386	2.137	0.21	-64.346	0.381
10508.75	10.314	59.971	0.383	2.138	0.215	-64.459	0.398
10509	10.309	60.191	0.381	2.14	0.22	-64.439	0.418
10509.25	10.306	60.289	0.378	2.142	0.224	-64.357	0.443
10509.5	10.302	60.216	0.376	2.144	0.229	-64.348	0.471
10509.75	10.297	59.992	0.373	2.146	0.233	-64.51	0.498
10510	10.29	59.605	0.369	2.149	0.237	-64.847	0.516
10510.25	10.28	59.104	0.364	2.152	0.241	-65.302	0.518
10510.5	10.269	58.578	0.36	2.155	0.247	-65.819	0.503
10510.75	10.259	58.082	0.356	2.159	0.253	-66.371	0.48
10511	10.253	57.677	0.353	2.162	0.26	-66.899	0.459
10511.25	10.252	57.43	0.35	2.167	0.268	-67.245	0.447
10511.5	10.256	57.413	0.349	2.171	0.276	-67.197	0.447
10511.75	10.264	57.663	0.349	2.176	0.284	-66.574	0.458
10512	10.274	58.175	0.349	2.18	0.293	-65.285	0.477
10512.25	10.283	58.863	0.349	2.185	0.3	-63.332	0.496
10512.5	10.291	59.567	0.349	2.19	0.308	-60.793	0.509
10512.75	10.296	60.358	0.35	2.196	0.316	-57.788	0.514
10513	10.298	61.464	0.352	2.201	0.325	-54.407	0.511
10513.25	10.298	63.06	0.356	2.205	0.336	-50.71	0.505
10513.5	10.298	65.271	0.362	2.21	0.347	-46.806	0.498
10513.75	10.298	68.161	0.369	2.212	0.358	-42.939	0.491
10514	10.298	71.581	0.377	2.215	0.368	-39.495	0.485
10514.25	10.301	75.066	0.384	2.216	0.374	-36.89	0.478
10514.5	10.31	78.06	0.388	2.216	0.378	-35.418	0.467
10514.75	10.329	80.164	0.389	2.215	0.379	-35.202	0.45
10515	10.356	81.118	0.388	2.214	0.378	-36.183	0.429
10515.25	10.383	80.786	0.386	2.213	0.376	-38.123	0.408
10515.5	10.4	79.197	0.383	2.212	0.373	-40.629	0.389
10515.75	10.396	76.705	0.379	2.212	0.37	-43.165	0.375
10516	10.373	73.975	0.376	2.212	0.367	-45.065	0.367
10516.25	10.338	71.806	0.374	2.214	0.363	-45.725	0.366
10516.5	10.307	70.747	0.374	2.217	0.359	-44.822	0.373
10516.75	10.294	70.927	0.374	2.221	0.354	-42.443	0.387
10517	10.301	72.13	0.375	2.225	0.35	-39.062	0.409
10517.25	10.324	73.887	0.375	2.23	0.347	-35.362	0.436
10517.5	10.352	75.699	0.375	2.235	0.345	-31.939	0.468
10517.75	10.375	77.281	0.375	2.24	0.346	-29.058	0.5
10518	10.389	78.604	0.374	2.246	0.351	-26.657	0.53
10518.25	10.392	79.66	0.375	2.25	0.36	-24.52	0.557
10518.5	10.387	80.397	0.375	2.254	0.372	-22.492	0.578
10518.75	10.378	80.82	0.376	2.257	0.385	-20.6	0.595
10519	10.369	81.101	0.375	2.26	0.399	-18.971	0.607
10519.25	10.36	81.481	0.374	2.261	0.412	-17.722	0.615
10519.5	10.355	82.136	0.372	2.262	0.422	-16.947	0.619
10519.75	10.352	83.08	0.37	2.261	0.43	-16.714	0.62
10520	10.35	84.182	0.369	2.26	0.436	-17.066	0.621
